RegionName,StateName,Date,Zillow_Home_Value_Index,Sales_Count,Total_Transaction_Value,ZipCode,Year,MortgageRate30Yr,DistanceToMajorCity_Miles,MajorCityReference,Affordable
"New Haven, CT",CT,2020-09-30,241260.52781957955,998.0,309722347.0,06510,2020,3.11,34.24312641782373,Hartford,1
"New Haven, CT",CT,2020-10-31,244880.4851866385,1106.0,348448898.0,06510,2020,3.11,34.24312641782373,Hartford,1
"New Haven, CT",CT,2020-11-30,249382.77683096527,941.0,298332379.0,06510,2020,3.11,34.24312641782373,Hartford,1
"New Haven, CT",CT,2020-12-31,254199.318678048,977.0,308930342.0,06510,2020,3.11,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-01-31,258853.7632288522,768.0,228551218.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-02-28,263366.5568253075,618.0,182299148.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-03-31,267824.8746006685,735.0,243663820.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-04-30,272219.284737433,783.0,268011900.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-05-31,276810.2756930851,832.0,300861519.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-06-30,281363.0982867893,1098.0,399812650.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-07-31,284787.6472065884,977.0,360876294.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-08-31,286256.31997682893,962.0,340699907.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-09-30,285702.86250391934,887.0,315516601.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-10-31,285005.2594570604,832.0,288206075.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-11-30,285133.24080258165,758.0,266428292.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2021-12-31,286777.1712402473,813.0,278504201.0,06510,2021,2.96,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-01-31,290619.32009202713,604.0,201509289.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-02-28,295937.01473410154,475.0,185965154.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-03-31,301903.2499917702,613.0,215069283.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-04-30,307379.83184865693,620.0,241764928.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-05-31,312164.4891957459,740.0,283457156.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-06-30,316353.23893217405,848.0,346071665.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-07-31,318937.6495709101,782.0,327214719.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-08-31,319704.05524925387,830.0,334205893.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-09-30,319229.879674626,711.0,283098675.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-10-31,318924.7609371675,569.0,219288568.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-11-30,319440.0973273909,524.0,198424623.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2022-12-31,320245.6670976155,540.0,193820037.0,06510,2022,5.34,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-01-31,320503.86446053704,399.0,135683131.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-02-28,321271.77739097684,327.0,110476506.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-03-31,322668.43548474315,485.0,171985280.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-04-30,325374.4040908534,429.0,171191958.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-05-31,328496.14007099066,537.0,227105093.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-06-30,331940.32714133925,659.0,278812820.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-07-31,336027.27518750005,557.0,232746549.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-08-31,340399.479910732,672.0,282079381.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-09-30,344636.7879301927,518.0,217488919.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-10-31,347991.8634908862,533.0,223456433.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-11-30,350625.9919093069,483.0,190722793.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2023-12-31,352728.87832552247,471.0,190275515.0,06510,2023,6.81,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-01-31,354478.4889998732,343.0,133406712.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-02-29,356441.1043033044,320.0,123557620.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-03-31,359364.3481548051,403.0,166574436.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-04-30,362529.7905619258,430.0,177329963.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-05-31,365327.237233188,520.0,236496950.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-06-30,367114.6990054377,548.0,264587885.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-07-31,368741.1958963916,636.0,295740206.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-08-31,370458.0381908335,619.0,287764466.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-09-30,372324.2236280225,480.0,232050767.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-10-31,373828.9657036865,532.0,241855718.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-11-30,374731.51780622365,503.0,213564410.0,06510,2024,6.72,34.24312641782373,Hartford,1
"New Haven, CT",CT,2024-12-31,375623.1593212413,499.0,219490020.0,06510,2024,6.72,34.24312641782373,Hartford,1
"Norwich, CT",CT,2019-01-31,233588.53804519732,181.0,47394131.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-02-28,234145.99837490296,203.0,49096123.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-03-31,234610.52787574715,210.0,53725026.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-04-30,234970.01550908503,255.0,69868032.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-05-31,235022.6297450353,354.0,103973829.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-06-30,235116.2692315817,343.0,94858979.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-07-31,235431.32769261603,369.0,103692735.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-08-31,236052.71523636035,350.0,98087114.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-09-30,236510.07043065163,294.0,83312896.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-10-31,237174.8124048401,319.0,87953227.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-11-30,238007.5384439112,252.0,73187593.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2019-12-31,238935.16408890963,295.0,76735347.0,06360,2019,3.94,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-01-31,239770.6842883485,196.0,55544471.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-02-29,240582.14974574008,183.0,46897991.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-03-31,241934.1161640644,243.0,66535822.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-04-30,243467.13311921447,258.0,73910471.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-05-31,244336.5229147107,265.0,74776820.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-06-30,244465.56758044497,336.0,109154238.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-07-31,244736.64860983976,440.0,142686715.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-08-31,246208.86470214187,409.0,133206231.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-09-30,249313.2992428273,394.0,144933920.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-10-31,253541.7880878044,430.0,152759152.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-11-30,258597.05656533813,331.0,118890481.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2020-12-31,263830.1318899916,383.0,129112193.0,06360,2020,3.11,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-01-31,268776.09167677263,267.0,91799543.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-02-28,273675.5994511292,214.0,76280831.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-03-31,278350.7831386625,268.0,89642250.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-04-30,282745.85908169224,323.0,125237080.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-05-31,287297.6523617873,359.0,135638867.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-06-30,291902.8823094105,422.0,144530957.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-07-31,295658.48025676794,412.0,148151064.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-08-31,297415.316666804,385.0,155402443.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-09-30,297206.77702803107,342.0,133762223.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-10-31,296728.9275501631,308.0,111092570.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-11-30,296799.79875513545,297.0,107515040.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2021-12-31,297948.1146580931,325.0,123541611.0,06360,2021,2.96,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-01-31,300895.6485271615,241.0,79478040.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-02-28,305411.3968184548,174.0,62644683.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-03-31,311105.53804864344,218.0,76974387.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-04-30,316454.1033748398,214.0,86056371.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-05-31,321329.1558454039,294.0,108772350.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-06-30,325288.2173514724,353.0,147699181.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-07-31,327596.4058302999,311.0,121115790.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-08-31,327923.6365527776,330.0,125348044.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-09-30,327119.39162604784,279.0,111864261.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-10-31,326521.67208705493,271.0,105609569.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-11-30,326759.60565699503,226.0,83515859.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2022-12-31,327129.94117567263,227.0,77886505.0,06360,2022,5.34,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-01-31,327479.0093557039,156.0,54074310.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-02-28,328372.55726521154,141.0,51227218.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-03-31,330333.346073414,178.0,67042254.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-04-30,333400.4358327915,154.0,60170558.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-05-31,336822.8386194967,251.0,99586640.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-06-30,340810.85493170255,274.0,111455051.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-07-31,345429.4441841317,222.0,96298076.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-08-31,350342.6627749992,247.0,102121643.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-09-30,354421.8108528599,236.0,115683989.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-10-31,357021.47008891776,235.0,98906340.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-11-30,358603.9271182459,184.0,81027561.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2023-12-31,360098.1678099192,192.0,71525854.0,06360,2023,6.81,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-01-31,361495.3227381771,166.0,66535850.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-02-29,363517.2428539833,124.0,54236599.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-03-31,366465.70487228007,179.0,66453567.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-04-30,369992.7507874477,185.0,80878474.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-05-31,372939.9150162973,240.0,115645357.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-06-30,375050.4071759177,228.0,101941230.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-07-31,377013.7662814821,253.0,116504691.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-08-31,379147.0178053584,280.0,141285177.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-09-30,381291.44820377725,197.0,93131057.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-10-31,383101.5675538681,235.0,102415590.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-11-30,384486.1278330428,207.0,87503388.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Norwich, CT",CT,2024-12-31,385723.29732475016,224.0,106308867.0,06360,2024,6.72,35.07546865091332,Hartford,1
"Pittsfield, MA",MA,2019-01-31,225114.10684501455,97.0,24200306.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-02-28,225208.3530211741,70.0,15351205.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-03-31,225485.0148713954,87.0,24525752.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-04-30,226258.19295899785,153.0,47746387.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-05-31,227433.863393834,145.0,38587538.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-06-30,228853.71549870577,146.0,39912679.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-07-31,229784.5831793449,183.0,50517979.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-08-31,230277.04448194872,199.0,56768524.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-09-30,230796.25297436627,196.0,68930679.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-10-31,231931.8032304657,182.0,49302505.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-11-30,233377.9525080217,163.0,45581992.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2019-12-31,234309.42973671283,147.0,41560421.0,01201,2019,3.94,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-01-31,235056.2692211928,124.0,42930297.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-02-29,235684.9594755684,77.0,16534278.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-03-31,236828.48020632012,102.0,31200176.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-04-30,238071.273161449,101.0,29328466.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-05-31,239034.25277045832,98.0,24531789.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-06-30,239568.8980409958,171.0,58730085.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-07-31,240371.82098351503,243.0,94230450.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-08-31,242382.84891184396,258.0,91957045.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-09-30,245697.2120099696,238.0,95148621.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-10-31,249988.9125678921,292.0,109775862.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-11-30,255063.00740861605,239.0,94837577.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2020-12-31,260608.4572520793,227.0,96103441.0,01201,2020,3.11,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-01-31,265386.3780632916,151.0,51716982.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-02-28,269464.06366878457,103.0,38263510.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-03-31,272806.61438705213,134.0,50786284.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-04-30,276649.5300592561,151.0,66264441.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-05-31,281427.318200988,170.0,73930467.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-06-30,287271.51824401336,203.0,87517571.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-07-31,292762.4016566136,201.0,78967548.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-08-31,295926.8262343377,205.0,79422938.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-09-30,297021.1319807323,197.0,91558933.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-10-31,297439.06057843723,191.0,76824144.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-11-30,298966.40453631995,214.0,87450942.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2021-12-31,301217.26892288675,197.0,83915736.0,01201,2021,2.96,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-01-31,305378.96168474405,142.0,61732685.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-02-28,311107.3120160424,102.0,40923800.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-03-31,318364.17758854013,116.0,45902924.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-04-30,325394.95322369563,115.0,49855800.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-05-31,331139.91515207227,136.0,56784143.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-06-30,335769.02834828227,177.0,83188746.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-07-31,338311.79396789003,161.0,69854506.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-08-31,338959.7155705807,196.0,85522887.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-09-30,337631.17179115425,183.0,79930538.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-10-31,336207.97097253526,142.0,64989385.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-11-30,335443.9596118166,143.0,59507311.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2022-12-31,335589.5854461651,139.0,65654987.0,01201,2022,5.34,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-01-31,335914.2539329124,102.0,39386846.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-02-28,337114.3936025996,59.0,22437800.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-03-31,338948.50112941995,94.0,34241253.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-04-30,342294.76018157374,67.0,24661952.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-05-31,345843.34236277145,122.0,318161348.0947826,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-06-30,349349.7694072321,169.0,76190882.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-07-31,352345.38643391366,129.0,55307874.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-08-31,355462.25854509044,177.0,92434506.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-09-30,358795.2359934193,163.0,77368824.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-10-31,361451.7745691356,160.0,75565760.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-11-30,363022.17014483473,132.0,76325987.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2023-12-31,363310.0659504594,123.0,47244025.0,01201,2023,6.81,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-01-31,362796.5928496546,100.0,54035095.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-02-29,362616.1312863504,88.0,37183193.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-03-31,363337.1362813512,89.0,35036813.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-04-30,365237.3650378396,110.0,44588718.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-05-31,366975.4080593935,140.0,58867608.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-06-30,368711.2097459291,123.0,59214833.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-07-31,369933.0053479809,139.0,73202740.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-08-31,371452.5512463484,152.0,74407931.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-09-30,372868.649848625,128.0,54301612.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-10-31,374170.3097225575,165.0,71254785.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-11-30,374567.6647222929,146.0,71185031.0,01201,2024,6.72,111.72822891258565,Boston,1
"Pittsfield, MA",MA,2024-12-31,375328.0223737453,138.0,75501036.0,01201,2024,6.72,111.72822891258565,Boston,1
"Springfield, MA",MA,2019-01-31,229328.6647533824,411.0,91154547.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-02-28,229888.3719917261,342.0,72095502.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-03-31,230652.35709880447,426.0,96169710.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-04-30,231577.3012144073,563.0,132375678.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-05-31,232091.3101551372,660.0,165078358.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-06-30,232723.1336444409,744.0,193726844.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-07-31,233174.5465444257,773.0,208267554.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-08-31,233775.7113022902,782.0,195552801.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-09-30,234286.50507800697,658.0,162171605.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-10-31,235110.3667577542,683.0,169323327.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-11-30,236393.11564357416,554.0,135079432.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2019-12-31,237686.239882136,594.0,147439401.0,01103,2019,3.94,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-01-31,239028.3613707143,435.0,102374939.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-02-29,240074.2491461567,332.0,76487055.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-03-31,241282.2743209919,481.0,115985669.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-04-30,242408.6102003389,414.0,109135332.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-05-31,243376.79264507908,520.0,133133173.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-06-30,244160.2713680359,608.0,163717291.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-07-31,245259.82549364693,785.0,218544180.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-08-31,246953.54176342543,729.0,208676191.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-09-30,249813.7142913531,739.0,205792786.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-10-31,253379.86090251303,775.0,218598007.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-11-30,257642.9274929651,670.0,188878043.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2020-12-31,261783.9345513736,808.0,217509542.0,01103,2020,3.11,80.33632631899103,Boston,1
"Springfield, MA",MA,2021-01-31,265451.06601139985,480.0,129989102.0,01103,2021,2.96,80.33632631899103,Boston,1
"Springfield, MA",MA,2021-02-28,268909.1355305672,417.0,111626375.0,01103,2021,2.96,80.33632631899103,Boston,1
"Springfield, MA",MA,2021-03-31,272216.76949147106,553.0,150384169.0,01103,2021,2.96,80.33632631899103,Boston,1
